"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HOSPITALBED","TOT","1000HAB","A","2014",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2015",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2016",6.64,
"POL","HOSPITALBED","TOT","1000HAB","A","2017",6.62,
"POL","HOSPITALBED","TOT","1000HAB","A","2018",6.54,
"POL","HOSPITALBED","TOT","1000HAB","A","2019",6.17,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2020",6.19,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2010",4.98,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2011",4.95,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2012",4.96,"B"
"POL","HOSPITALBED","ACUTE","1000HAB","A","2013",4.94,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2014",4.95,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2015",4.91,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2016",4.92,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2017",4.85,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2018",4.73,
"POL","HOSPITALBED","ACUTE","1000HAB","A","2019",4.35,"B"
"POL","HOSPITALBED","ACUTE","1000HAB","A","2020",4.37,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.71,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.69,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.67,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.68,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.67,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.65,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.64,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.63,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.64,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.64,"B"
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.64,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.65,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.65,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.66,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.65,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.62,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.63,
"POL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.62,
"PRT","HOSPITALBED","TOT","1000HAB","A","1985",3.96,
"PRT","HOSPITALBED","TOT","1000HAB","A","1986",3.95,
"PRT","HOSPITALBED","TOT","1000HAB","A","1987",4.02,
"PRT","HOSPITALBED","TOT","1000HAB","A","1988",4.02,
"PRT","HOSPITALBED","TOT","1000HAB","A","1989",4.07,
"PRT","HOSPITALBED","TOT","1000HAB","A","1990",4.05,
"PRT","HOSPITALBED","TOT","1000HAB","A","1991",4.01,
"PRT","HOSPITALBED","TOT","1000HAB","A","1992",4.01,
"PRT","HOSPITALBED","TOT","1000HAB","A","1993",3.95,
"PRT","HOSPITALBED","TOT","1000HAB","A","1994",3.93,
"PRT","HOSPITALBED","TOT","1000HAB","A","1995",3.92,
"PRT","HOSPITALBED","TOT","1000HAB","A","1996",3.98,
"PRT","HOSPITALBED","TOT","1000HAB","A","1997",3.93,
"PRT","HOSPITALBED","TOT","1000HAB","A","1998",3.86,
"PRT","HOSPITALBED","TOT","1000HAB","A","1999",3.74,"B"
"PRT","HOSPITALBED","TOT","1000HAB","A","2000",3.71,
"PRT","HOSPITALBED","TOT","1000HAB","A","2001",3.65,
"PRT","HOSPITALBED","TOT","1000HAB","A","2002",3.57,
"PRT","HOSPITALBED","TOT","1000HAB","A","2003",3.58,
"PRT","HOSPITALBED","TOT","1000HAB","A","2004",3.59,
"PRT","HOSPITALBED","TOT","1000HAB","A","2005",3.56,
"PRT","HOSPITALBED","TOT","1000HAB","A","2006",3.48,
"PRT","HOSPITALBED","TOT","1000HAB","A","2007",3.44,
"PRT","HOSPITALBED","TOT","1000HAB","A","2008",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2009",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2010",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2011",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2012",3.41,
"PRT","HOSPITALBED","TOT","1000HAB","A","2013",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2014",3.32,
"PRT","HOSPITALBED","TOT","1000HAB","A","2015",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2016",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2017",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2018",3.44,
"PRT","HOSPITALBED","TOT","1000HAB","A","2019",3.51,
"PRT","HOSPITALBED","TOT","1000HAB","A","2020",3.53,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2000",3.66,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2001",3.59,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2002",3.51,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2003",3.53,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2004",3.53,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2005",3.49,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2006",3.41,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2007",3.36,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2008",3.33,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2009",3.3,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2010",3.29,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2011",3.3,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2012",3.34,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2013",3.32,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2014",3.25,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2015",3.23,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2016",3.25,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2017",3.25,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2018",3.29,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2019",3.33,
"PRT","HOSPITALBED","ACUTE","1000HAB","A","2020",3.34,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",0.93,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.93,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.87,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.85,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.83,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.8,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.77,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.75,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.71,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.73,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.73,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.71,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.7,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.69,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.67,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.66,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.65,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.64,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.63,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.65,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.63,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.64,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.64,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.64,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.64,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.63,
"PRT","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.64,
"SVK","HOSPITALBED","TOT","1000HAB","A","1996",8.32,
"SVK","HOSPITALBED","TOT","1000HAB","A","1997",8.15,
"SVK","HOSPITALBED","TOT","1000HAB","A","1998",8.04,
"SVK","HOSPITALBED","TOT","1000HAB","A","1999",7.95,
"SVK","HOSPITALBED","TOT","1000HAB","A","2000",7.86,
"SVK","HOSPITALBED","TOT","1000HAB","A","2001",7.67,
"SVK","HOSPITALBED","TOT","1000HAB","A","2002",7.57,
"SVK","HOSPITALBED","TOT","1000HAB","A","2003",7.25,
"SVK","HOSPITALBED","TOT","1000HAB","A","2004",6.91,
"SVK","HOSPITALBED","TOT","1000HAB","A","2005",6.79,
"SVK","HOSPITALBED","TOT","1000HAB","A","2006",6.73,
"SVK","HOSPITALBED","TOT","1000HAB","A","2007",6.78,
"SVK","HOSPITALBED","TOT","1000HAB","A","2008",6.59,
"SVK","HOSPITALBED","TOT","1000HAB","A","2009",6.54,
"SVK","HOSPITALBED","TOT","1000HAB","A","2010",6.46,
"SVK","HOSPITALBED","TOT","1000HAB","A","2011",6.05,
"SVK","HOSPITALBED","TOT","1000HAB","A","2012",5.91,
"SVK","HOSPITALBED","TOT","1000HAB","A","2013",5.8,
"SVK","HOSPITALBED","TOT","1000HAB","A","2014",5.79,
"SVK","HOSPITALBED","TOT","1000HAB","A","2015",5.75,
"SVK","HOSPITALBED","TOT","1000HAB","A","2016",5.78,
"SVK","HOSPITALBED","TOT","1000HAB","A","2017",5.82,
"SVK","HOSPITALBED","TOT","1000HAB","A","2018",5.7,"B"
"SVK","HOSPITALBED","TOT","1000HAB","A","2019",5.76,
"SVK","HOSPITALBED","TOT","1000HAB","A","2020",5.68,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","1996",6.94,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","1997",6.76,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","1998",6.62,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","1999",6.58,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2000",6.4,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2001",6.18,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2002",6.11,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2003",5.8,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2004",5.53,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2005",5.67,"B"
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2006",5.55,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2007",5.6,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2008",5.54,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2009",5.46,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2010",5.4,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2011",5.13,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2012",5.03,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2013",4.92,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2014",4.92,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2015",4.87,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2016",4.88,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2017",4.91,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2018",4.81,"B"
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2019",4.85,
"SVK","HOSPITALBED","ACUTE","1000HAB","A","2020",4.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.91,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.93,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.93,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.93,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.93,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.93,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.94,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.9,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.87,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.84,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.84,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.83,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.8,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.8,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.77,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.78,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.82,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.82,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.81,"B"
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.81,
"SVK","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.8,
"ESP","HOSPITALBED","TOT","1000HAB","A","1980",5.36,
"ESP","HOSPITALBED","TOT","1000HAB","A","1985",4.56,
"ESP","HOSPITALBED","TOT","1000HAB","A","1986",4.45,
"ESP","HOSPITALBED","TOT","1000HAB","A","1987",4.42,
"ESP","HOSPITALBED","TOT","1000HAB","A","1988",4.39,
"ESP","HOSPITALBED","TOT","1000HAB","A","1989",4.34,
"ESP","HOSPITALBED","TOT","1000HAB","A","1990",4.27,
"ESP","HOSPITALBED","TOT","1000HAB","A","1991",4.22,
"ESP","HOSPITALBED","TOT","1000HAB","A","1992",4.13,
"ESP","HOSPITALBED","TOT","1000HAB","A","1993",4.04,
"ESP","HOSPITALBED","TOT","1000HAB","A","1994",3.98,
"ESP","HOSPITALBED","TOT","1000HAB","A","1995",3.89,
"ESP","HOSPITALBED","TOT","1000HAB","A","1996",3.85,
"ESP","HOSPITALBED","TOT","1000HAB","A","1997",3.78,
"ESP","HOSPITALBED","TOT","1000HAB","A","1998",3.73,
"ESP","HOSPITALBED","TOT","1000HAB","A","1999",3.71,
"ESP","HOSPITALBED","TOT","1000HAB","A","2000",3.65,
"ESP","HOSPITALBED","TOT","1000HAB","A","2001",3.58,
"ESP","HOSPITALBED","TOT","1000HAB","A","2002",3.53,
"ESP","HOSPITALBED","TOT","1000HAB","A","2003",3.44,
"ESP","HOSPITALBED","TOT","1000HAB","A","2004",3.4,
"ESP","HOSPITALBED","TOT","1000HAB","A","2005",3.34,
"ESP","HOSPITALBED","TOT","1000HAB","A","2006",3.29,
"ESP","HOSPITALBED","TOT","1000HAB","A","2007",3.25,
"ESP","HOSPITALBED","TOT","1000HAB","A","2008",3.2,
"ESP","HOSPITALBED","TOT","1000HAB","A","2009",3.16,
"ESP","HOSPITALBED","TOT","1000HAB","A","2010",3.11,"B"
"ESP","HOSPITALBED","TOT","1000HAB","A","2011",3.05,
"ESP","HOSPITALBED","TOT","1000HAB","A","2012",2.99,
"ESP","HOSPITALBED","TOT","1000HAB","A","2013",2.96,
"ESP","HOSPITALBED","TOT","1000HAB","A","2014",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2015",2.98,
"ESP","HOSPITALBED","TOT","1000HAB","A","2016",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2018",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2019",2.95,
"ESP","HOSPITALBED","TOT","1000HAB","A","2020",2.95,"P"
"ESP","HOSPITALBED","ACUTE","1000HAB","A","1996",3.05,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","1997",3,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","1998",2.96,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","1999",2.94,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2000",2.89,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2001",2.84,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2002",2.78,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2003",2.7,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2004",2.68,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2005",2.65,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2006",2.61,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2007",2.6,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2008",2.56,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2009",2.53,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2010",2.54,"B"
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2011",2.49,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2012",2.44,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2013",2.43,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2014",2.45,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2015",2.48,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2016",2.47,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2017",2.5,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2018",2.49,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2019",2.48,
"ESP","HOSPITALBED","ACUTE","1000HAB","A","2020",2.51,"P"
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1985",0.92,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1986",0.86,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1987",0.81,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1988",0.78,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1989",0.76,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1990",0.71,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1991",0.68,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1992",0.64,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",0.62,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",0.61,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.6,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.58,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.56,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.52,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.53,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.51,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.51,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.5,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.48,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.47,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.46,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.46,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.41,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.41,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.41,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.4,"B"
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.38,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.36,
"ESP","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.35,"P"
"SWE","HOSPITALBED","TOT","1000HAB","A","1960",14.18,
"SWE","HOSPITALBED","TOT","1000HAB","A","1961",14.54,
"SWE","HOSPITALBED","TOT","1000HAB","A","1962",14.6,
"SWE","HOSPITALBED","TOT","1000HAB","A","1963",14.61,
"SWE","HOSPITALBED","TOT","1000HAB","A","1964",14.88,
"SWE","HOSPITALBED","TOT","1000HAB","A","1965",14.95,
"SWE","HOSPITALBED","TOT","1000HAB","A","1966",14.95,
"SWE","HOSPITALBED","TOT","1000HAB","A","1967",14.75,
"SWE","HOSPITALBED","TOT","1000HAB","A","1968",14.87,
"SWE","HOSPITALBED","TOT","1000HAB","A","1969",15.24,
"SWE","HOSPITALBED","TOT","1000HAB","A","1970",15.32,
"SWE","HOSPITALBED","TOT","1000HAB","A","1971",15.34,
"SWE","HOSPITALBED","TOT","1000HAB","A","1972",15.54,
"SWE","HOSPITALBED","TOT","1000HAB","A","1973",15.64,
"SWE","HOSPITALBED","TOT","1000HAB","A","1974",15.63,
"SWE","HOSPITALBED","TOT","1000HAB","A","1975",15.48,
"SWE","HOSPITALBED","TOT","1000HAB","A","1976",15.35,
"SWE","HOSPITALBED","TOT","1000HAB","A","1977",15.24,
"SWE","HOSPITALBED","TOT","1000HAB","A","1978",15.45,
"SWE","HOSPITALBED","TOT","1000HAB","A","1979",15.2,
"SWE","HOSPITALBED","TOT","1000HAB","A","1980",15.15,
"SWE","HOSPITALBED","TOT","1000HAB","A","1981",15.48,
"SWE","HOSPITALBED","TOT","1000HAB","A","1982",14.99,
"SWE","HOSPITALBED","TOT","1000HAB","A","1983",14.97,
"SWE","HOSPITALBED","TOT","1000HAB","A","1984",14.89,
"SWE","HOSPITALBED","TOT","1000HAB","A","1985",14.6,
"SWE","HOSPITALBED","TOT","1000HAB","A","1986",14.18,
"SWE","HOSPITALBED","TOT","1000HAB","A","1987",13.7,
"SWE","HOSPITALBED","TOT","1000HAB","A","1988",13.29,
"SWE","HOSPITALBED","TOT","1000HAB","A","1989",12.92,
"SWE","HOSPITALBED","TOT","1000HAB","A","1990",12.44,
"SWE","HOSPITALBED","TOT","1000HAB","A","1991",11.85,
"SWE","HOSPITALBED","TOT","1000HAB","A","1992",6.67,"B"
"SWE","HOSPITALBED","TOT","1000HAB","A","1993",6.08,
"SWE","HOSPITALBED","TOT","1000HAB","A","1994",5.19,
"SWE","HOSPITALBED","TOT","1000HAB","A","1995",4.8,
"SWE","HOSPITALBED","TOT","1000HAB","A","1996",4.31,
"SWE","HOSPITALBED","TOT","1000HAB","A","1997",3.94,
"SWE","HOSPITALBED","TOT","1000HAB","A","1998",3.75,
"SWE","HOSPITALBED","TOT","1000HAB","A","1999",3.7,
"SWE","HOSPITALBED","TOT","1000HAB","A","2000",3.58,
"SWE","HOSPITALBED","TOT","1000HAB","A","2001",3.27,"B"
"SWE","HOSPITALBED","TOT","1000HAB","A","2002",3.13,
"SWE","HOSPITALBED","TOT","1000HAB","A","2003",3.05,
"SWE","HOSPITALBED","TOT","1000HAB","A","2004",3.01,
"SWE","HOSPITALBED","TOT","1000HAB","A","2005",2.93,
"SWE","HOSPITALBED","TOT","1000HAB","A","2006",2.89,
"SWE","HOSPITALBED","TOT","1000HAB","A","2007",2.86,
"SWE","HOSPITALBED","TOT","1000HAB","A","2008",2.81,
"SWE","HOSPITALBED","TOT","1000HAB","A","2009",2.76,
"SWE","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"SWE","HOSPITALBED","TOT","1000HAB","A","2011",2.7,
"SWE","HOSPITALBED","TOT","1000HAB","A","2012",2.66,"B"
"SWE","HOSPITALBED","TOT","1000HAB","A","2013",2.59,
"SWE","HOSPITALBED","TOT","1000HAB","A","2014",2.54,
"SWE","HOSPITALBED","TOT","1000HAB","A","2015",2.44,
"SWE","HOSPITALBED","TOT","1000HAB","A","2016",2.34,
"SWE","HOSPITALBED","TOT","1000HAB","A","2017",2.21,
"SWE","HOSPITALBED","TOT","1000HAB","A","2018",2.13,
"SWE","HOSPITALBED","TOT","1000HAB","A","2019",2.07,
"SWE","HOSPITALBED","TOT","1000HAB","A","2020",2.05,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1992",1.37,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",1.25,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",1.12,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.95,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.82,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.71,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.66,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.65,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.63,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.59,"B"
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.54,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.51,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.5,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.48,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.49,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.49,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.48,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.48,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.48,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.47,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.46,"B"
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.46,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.45,
"SWE","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.44,
